labels	text
0	i dont now
1	I said what I said because of males where more cornix born in colder places
0	I think the first claim is partly right and partly wrong because if you look at the data close enough you will see that the highest temperature is 63.14 and the life cycle stage is a chrysalis and as the temperature goes down you see that the life cycle stage has changed into a caterpillar so the life cycle of stage of the butterflies is taking a bit longer.
0	This answer is false because looking at the temperature range, it's staying in the same range from 1960 and up.
1	I made a graph to show whether the temperature has been decreasing or not and the graph showed me that the weather has been increasing. So, it is false the weather has not been decreasing
1	I think this claim is false because if you see on the data when monarch butterfly's  are inside they can be a caterpillar or a chrysalis. But on the outside it shows that it can be the same as the indoor. Also as you can see lower temperatures and higher temperatures can both be caterpillars or chrysalis's. So I don't believe the temperature affects them or the habitat.
1	The population went down almost 900 million in only 17 years. The butterfly population went down 13 million in one year. Therefore, the population is going down rapidly!
0	The claim is that temperature of the the sand in Rain has been decreasing since 1960. I think that it is sort of true, because the highest the highest temp. that the sand reached was 86.72. that was in 2002. the lowest temp. that the sand reached was 83.75, that was in 1968. so the sand has been getting to temps. in between both those numbers.
0	I looked  at the smallest tempsort and it is 2002 With i found helpfullbeculs  In means it is NOT decreasing if 1960 is only 8456
0	well back when they first started keeping track it was the highest number and it was still really high then it was all over the place so it wasn't the same or it would have roughly the same numbers by years but they are just all over the place so i think they are wrong.
1	I think this claim is partly true and partly false. I think this because if you look at the males most of them have lower temperatures than the females. Most males are 85 to 80 for their temperatures. As you see most females are 85 and up. But some males are higher than 85 and some females are lower than 85. But as you see most females are higher than 85 and most males are lower than 85.
0	I think it is not changing because they are all different and all over the place with the temperature
0	it might of been decreasing because of the weather
0	I said it is false because when I looked at the data as the year went higher the temperature moving up. For example, in 1960 the temperature was 84 degrees and in 2014 it was 86 degrees.
1	I think that the temperature affects the turtle eggs hatching male or female because as you can see on my graph, most of the lower temperatures are male, and the higher temperatures are female.
0	In 1993 there was about 316 butterflies but in 2018 there was about 300 butterflies
0	because it says that on the recording page and every year it gets lower
0	I think the scientists are wrong the sands are not going down in temperature and the graph provides the evidence to support. Yes by the graph the sands go up and down every recorded time like it can go up then it can go down then back up then down but the last one is back up which supports my stupid claim
1	i think this claim is true because when the temperature  is warmer most of the butterflies stay inside. When, the temperature is colder most of them stay outside to make there chrysalis.
1	I can see that the Female has bigger numbers then the Males
0	I think this is true because if it is super cold outside the butter fly will be very cold and might freeze to death.  But if it is to hot the butter fly might die of heat.
0	The temperature has been mostly the same when you look at the data, so obviously, it wouldn't be decreasing over the years.
0	I know that this claim is false. I know this because the temperature is barley changing. Over all the temperature is increasing rather than decreasing. This claim is opposite from the truth.
1	I think this is partly true and partly false because their is one section where the graph doesn't support the claim of sand temperature affecting the gender. The graph also shows that the claim cant be fully false.
0	australias nesting area is the most important nesting area so it cant be decreasing
0	no because it goes from 85.21 to 86.72 also it keeps going from 84 to 85.
0	it goes up and down in the data.
1	I think it is partly true party false. If you look at the claim it is (the sand temperature affects weather leatherback eggs hatch as male or female.) Then look at the chart male temperature is from 85.19 to 80.60. Then look at female the temperature is from 88.8 to 84.20 so to me it looks like that if there is a higher temperature then there is a female and a lower temperature for a male. But I only think it is partly true partly false because the temperatures 84 and 85 are both in range for them both.
0	I think this claim is partly true partly false because it has to be a certain temperature for a cryselis to form.
0	i picked partly true and party false because i feel like a butterfly starts asa caterpillar then grows to be a butterfly like other butterfly like ones we have in maine like the ones that come out in the summer and they have to have temperature thats not to hot or cold that is what i think\
0	this is boring
0	I think this is true because global warming could change the temperature of the sand.
1	I think that the second claim is wrong because if you look at the chart close  enough you will see that the butterfly population is increasing in Mexico its not staying the same because if you at the chart under the word count the numbers show that the population is increasing not staying the same.
0	Because it is not straight line.
1	It has not decreased since 1960 it actually risen a little bit. Because, if you look on the chart 1960 the temperature was 84.56 put then in about ten years it dropped down a little bit but then rose back up, In 2002 the temperature was 86.72. It has risen 1.26 in the temperature.
0	because ofclimat change
1	there has been forest fires in Australia. its been alot hotter there since before the fire
1	it does affect how quickly it goes through the life cycle because there are more chrysalis in the warmer weather so the colder weather makes it harder for them to go through life cycle stages.
0	If it stayed about the same it would have been in the 30s but now it went from thirty three to 56.50 within a year.
0	Yes it has because it's been at a constant migration of the protest of the change of the butterfly started at 2020 to 1996.
0	Beaches the heat does not damage it but it could
0	I think is true its because the monarch butterflies like it warn in Mexico.
0	As seen in the chart sample one is shown the highest. If you look underneath it you can see sample number 27 and 26. This shows that the climate of the island has not changed very much. Yes, the last test is showed low but most of the other tests show high temperatures.
0	I think its only Party True / Partly False. I think this because if you look at the data you will see mainly in one locations its true about the claim but once you look at both you see that it's its not all true. Because for example #28 and #2 Work then if you look at another pair such as #22 and #26 it doesn't work in the slightest if you compare with the first example.
0	If you look at number 26 the temperature is 63.14 and the butterfly is in its chrysalis but if you look at number 29 the butterfly is a caterpillar
0	The graph shows that the temps of the sand have decrease but in some years they got higher.
0	i dont know
0	i think its true because the temperature affects whether leatherback eggs hack then they will die
0	I believe this claim is false. I believe it to be false because in the graph you can clearly see there is nearly an equivalent amount of male and female leatherback hatching. In addition, they are hatched in the same temperature range of about 80 to 85 Fahrenheit.
0	if the sand is hot it will effect the eggs
0	because I said so
0	lb
1	When you look at the chart pay attention to the numbers of the population. It was going downward! In 1993 the population was 3 million to 1996, 9 million now look at 2013, 33 million! It was in the hundred million not 10 million! You can not say it has stayed the same when it fell down to 10 million. I think the claim is False!
0	it will stay the same because it is warm all year around
1	because its going down every year
1	I think that the temperature in the sand in Rain Island, Australia has NOT been decreasing since 1960, because in our data, the temperature is actually increasing instead of decreasing, for example in 1960, the temperature was 84.5 F, and in 2016, the temperature is up to 85.5.
1	After studying the data I conclude that the sea turtles who were born when the sand temperatures were 84 degrees primarily turned out as females. But when the temperatures were 83.99 degrees and below the sea turtle were males.
0	in mexico the count of marnark butter fly stay the same because it is always worm there
1	The highest temperature was in 2002. The lowest temperature was in 1968. On my graph the temperature was going up and down not just a line going down. If anything the temperature is going up for 1960.
0	i said no because it says on the top temperature 85.80 and its a female and on the 2nd one down is says 85.04 and its a male
0	In 1996 there were 909.50 mil butterflies. But in 2013 there were 33.50 mill and that is not a lot.
1	I think this claim is partly true and false because the monarch count has stayed in the millions but the numbers have increasingly have gone way lower sense 1996.
0	I think its False because its not the first one to be the lowest number
0	At 1998 first to number is getting lower just like what the claim #2 have say about that Rain Island, Australia, has been decreasing since 1960. but then the rest is the increasing then decreasing. I might actually not really know what their meanings are.
0	I think that the population has gone up by so much it has gone up by like 800 million
1	It has decreased over the years in 1996 it was 909.50 and in 2013 it was 33.50. It has decreased a lot over the years so that statement is false. it almost went down 890.50
1	I think that it is partially true because it shows that the warmer the temperature the faster it will grow but, I believe this only goes for when the caterpillar is outside because it seems that when a caterpillar is inside it doesn't grow as quickly because  it's not in it's natural habitat.
1	if anything the temperature has bean going up in stead of down because if you look is goes from 84.56 all the way to 85.57
0	as you see the years to 1960 to 2016 the 1960 is at 84.56but the 2016 is at 85.57 so it is false
0	it does not ladder about the weather. It just ladders what the turtle gave birth to in the eggs.
0	i think its true because it said in the subtitle that this was true.
1	I think this claim is true because, when I organized the data by temperature, I saw some patterns. First, when the eggs were in the 54 - 59.36 degree range, they were all caterpillars. Second, when the eggs were in the 59.37 - 60.90 degree range, they were a mixture of caterpillars and chrysalises. Lastly, when the eggs were in the 60.91 - 64 degree range, they were all chrysalises. That is why I think the claim is true. The temperature of a monarch butterfly's habitat does affect how quickly it goes through its life cycle stages.
1	Well, when I sorted the data by temperature lowest to highest, I looked at the life cycle stages and first there were a chunk of caterpillar  and then chrysalis  then more caterpillars back and fourth. I think that if the claim was true then all the caterpillars would be together and all the chrysalis would be together.
0	because the sometimes they will momentarily leave the area
0	I think this claim is false. I think that because it is all around the same number. I think that because in almost all the numbers are 85 degrees  for example 17 out of 29 are 85 degrees. Another reason I think this is because the temperature goes down by like 1 degree and then it goes back up. for example it goes down to 84 degrees and then goes back up to 85 degrees.in conclusion i think this claim is false
0	The sand temperature does not hove anything to do with if the leatherback being male or female.
0	when I sorted the temperatures from lowest to highest the highest temperature was in 2002 so i do not think they have been going down since 1960
0	because
0	Because mexico can not stay the same it have to change at some point that's what I think.
0	Female or Male they go to warm places where temperature go up to 80 degrees. They always go to warmer places
0	fight
0	I really don't know.
0	it went from 33.50 to 909.50
1	I think it is false. So look at the chart at 1960 the temperature is 84.56 but almost every year after that it has been 85 or 86 but some have been 84 but most are higher on 84. But on 1964,1970 and 1972 are all lower but it said that it has been decreasing since 1960 which means every year after that but way more are higher plus the last year is 85.57 which is also higher.
0	the temp of the sand doesn't change
1	in the year 2016 the temperature was higher than in 1960
0	I think it is not engine because it do not say that it is
0	hdjhvjusdnvh
0	dot no
1	in the lower temperature there are mainly males till 84.20 then it is mixed till 85.42 where the rest are al female
1	higher the temperature the more females hatched
0	When we look at the  year, then at the temperature, we can see that in 1960 the temperature was high, but it said that the temperature in Rain Island was decreasing, which means that it was going down.
0	?
0	the temperature does not seem to affect the butterfly's life cycle.
1	because at temperatures higher than 60 the caterpillar would be in a chrysalis and any lower it was still a caterpillar.
1	I think this is files because most of the higher the textures are still in the chrysallis stage
0	As you can see the claim is false one of the female leatherbacks are 82.45 and it was at surname and a different leatherback was 86.97 and it was at surname so it is false
1	The sand temperature affects whether leather-back eggs hatch as male or female because scientific research proves that when the eggs have been laid in warmer sand, the turtle is a female. When the egg is laid in cooler sand, the turtle is a male. Also, These turtles have been laid in different locations. So we know that in Playa the turtles don't tend to be female. That part is totally random. The Male and Female's were both scattered around Playa and Surname.
1	because some are a high temperature and the monarchs are still caterpillars but some of the low temperatures are chrysalises
0	I think its partly true and partly false because some of the male and females have almost the same exact temperature and some of them have lower or higher temperatures so it can be either gender depending on the goodness or the warmth of the sand or the eggs.
0	So they don't over populate and have too much
1	The count overall got smaller.
0	I think this because some years there very little and some years there was a lot.
0	The answer to the question is false.  It is false because the information I am getting says that it has gone up a lot more.
1	i think it false because of limit chang it get hotel and hotel.
0	if you see the evidence you see that the first 2002 thing is 86.72 degrees but in the 2012 one it is 85.06
0	I think this is partly true and partly false because, when I sorted the data lowest temperature to highest, the lowest temperatures had mostly caterpillars. When I looked at the higher temperatures it had mostly chrysalises.There were still a few caterpillars in the high temperatures so I think this fact is partly true,partly false
1	Some are saying that the temperature of the sand in Rain Island, Australia has been decreasing since 1960. This information is incorrect. As I have made my graph of data that has been collected from the past years, I have found that the temperatures have gone up since 1960, not gone down.
0	I believe that the temperature of the monarchs habitats does not depend on the monarchs habitat temperature. The reason that it doesn't depend on the  temperature is because the results vary between inside and outside of the temperature of the chrysalis. One of the temperature for the chrysalis is 59.54 Fahrenheit  and another is 63.14 Fahrenheit that is a 4 degree difference. Also the colder one is outside and  the hotter one is inside. That's why i Believe that the temperature does not matter for a monarch caterpillar to turn into a chrysalis.
1	I believe that the sand temperature affects whether leatherback eggs hatch as male or female and here's why. because the lower 80s are mostly male the middle temp. 80s are a good mix, and the high 80s are mostly female.
0	throughout most of the early 2000 the count of butterflies stayed realitivly the same only changing slightly fro 200 million to 500 million
1	when it was cold outside they were mostly still caterpillars. I also saw that some of them were inside witch I think has effected how they grew to be butterflies because it was warmer inside then outside some days,  I think that may of effected how they grew.
1	i think that this is partly true because the article said that the weather cant be too cold and cant be to warm. i think this could affect how they grow, if the monarch butterfly are in too warm of weather they could not grow properly. if they are in too cold of weather they could take longer to grow, or even worst die. i do agree that it can cause them to to grow. if monarch butterfly are in to warm or harsh weather it could cause the population to go down in stead of up. that is why i think climate can cause butterfly to not grow.
0	Because the lowest amount of butterflies was in 2013 and their was 33.50 . In the middle is 2008 and their was 253.00. then the largest amount was in 1996 and their was 909.50 butterflies!
0	I know the claim is partly true and partly false. I know this because The hot sand produces females and cold sand produces male turtles. the partly part is because in the middle of the graph, it's a mix of male, and female babies. I sorted it this way because the question was on the temperature of sand.
0	The temperature of the sand in Rain Island, Australia has been decreasing since 1960.
1	the temp has been rising instead of going down
0	In 1996 909.50M butterflies were in Mexico but in 2013 only 33.50 butterflies were in Mexico that is a big difference so it has not stayed about the same.
0	i think that this is false because when the textures are higher it take longer and most people would think that it would go faster because there is more food.
0	when you look at the graph, you can see it stayed about the same, other than a sudden spike in 1995 and 1996.
0	Since 1960 the temperature has bean in the 80's but it has bean going down but not by much at all
1	The caterpillars all went into their pups when the temperature was 59 degrees (F) or higher.
0	I think its false because the numbers go up and down and up down each year.
0	I think it's true because from 1994 to 2006 there has been about ten more or less than the year before and/or the year after that.
0	it dose not mater.
0	its false because the count is going higher over the years.
0	Because it shows inside and outside and two are both caterpillars but then also one is a chrysalis. That is the same tempachure so kinda true kinda false
0	The thing I just read said that the eggs can change but nothing about weather effects the turtle eggs.
0	i think this claim is false because, you can see in  1996 there were 909.50 monarch butterfly a year. now in 2013 there are only 33.50 that is a big difference. its because of the weather and global warming. that is why i think that claim is false. i am not saying they are  wrong but i am giving my thoughts and telling them why i think that.
0	ariana
0	global warming
1	All higher temperatures above 59.50 are in stage 3 or 4 because of how high the temperature is in there location. But just 6 of them are still in stage 2 though.I have thought about it and came up with this theory, they may have been born just went the temperature was warmer and they still are growing fast but just have not made the cut.
1	I think it is true because in the data the lower temperature the more males and the higher temperature the more females.
0	id bryan bryan bryan bryan bryan bryan bryan bryan bryan
0	the reason i think this is false is because marco that not manager come to  main
1	I think that it is true because when the temperature is higher there are mostly chrysalis and when it is colder there are more caterpillars.
0	I think That It's Partly true And Partly False Because When You Look At the chart it Kinda Changes The form By temperature But it Kinda Doesn't.
0	In my graph, the dots representing the number of butterflies are scattered all over the place, definitely not the same. This proves that the claim is false.
0	they won be dead of the temprchor.
0	i think that it is party true and partly false. i think this because even though it is about the same  doesn't mean that it did not drop before.
0	it is browed the same temp
1	I think the claim is true because the graph shows that the highest temperature shows that the catupiler is in its chrysalis the coldest temperature the butterfly was still a catipiller.
1	Because most of the lower temps. are caterpillars and most of the higher temps. are chrysalis.
1	wel the data proves the fact true in the evidence because the higher temp the life cycle proceeded quicker
1	the temp is increasing
1	The data shows that in higher temperatures females are normally hatched.  In lower temperatures male are normally hatched.
1	Each year the count goes done
0	vanessa
0	I think its true because in the important data its says the temperature can change if its a girl or boy
1	The highest temperatures of sand are normally when females are born. The lowest temperatures are mostly male.
1	because the butterfly count goes down a lot ever 1 to 2 years
0	The temperatures are not that different. They are all in the high 50s/low 60s. The majority is the caterpillar even though the temperatures at least 1 degree apart. But then again a few degrees can make a difference depending on the study.
1	When the sand temperature is hotter the eggs hatch as female, and when the sand is cooler the eggs hatch as male. For example, some of the male egg temperature were, 80.60, 82.45, and 83.25. But then some of the female temperatures were, 87.09, 88.08 and 86.54, so there is a big difference in those temperatures which means that the eggs hatch as female when the sand is hotter, and the eggs hatch as male when the sand is cooler.
0	latherback sea turtles are the biggest species. and they can get up to 2000 pounds but the green sea turtle can get up to 500 pounds an live up to 100 years old
0	because this is dumb and I don't want to do it, and so Im not going to try. and also the temperature is literally changed by 1 degree !!!!!!!!
1	In 1996 the count was 909.50 million and just a year after it dropped to 630.50 and all the way up in 2013 the count was 33.50 million so it has dropped about 880 million.
0	think that the temper dose not matter as long as the butter file can survive.
0	i think it is partly true and partly false because the temperature is dropping down and rising back up from the 1960 to the 2016
1	I think that it is false because when it is winter all of the butterfly go to  Mexico. So wen they go there every winter the population will go up.
0	i think this claim is false because in the 1962 the temperature was 85.10 degrees and in 2012 was 85.06. the temperature has only dropped 0.6 degrees in 52 years.
1	I say yes because it seems that the male are in the low 80s and that the male also and the female are hatching as female in the high 80s
0	i think it is true because it said on one that it is a caterpillar and it was 56.84 (F) but then when it was in a scalar so the water songs all the time so the caterpillar is in all finds of whether.
1	I think it is partly true and partly false because most of the sand that was 85 or higher were females, and most of the sand that 85 or lower were males. It isn't like this through the whole thing.
1	when outside it  chrysalis's faster and it's warmer outside
0	i think this claim is false because This table jumps from 556.00 million to 109.50 million
0	86.72 it hier than 85.21   86.72=2020 .     85.21=2008
0	I think that this claim is false because when i was looking at the data for butterfly population I lined up the years from least to greatest and i started at the year 1993 because that's when scientists started keeping track of the monarch butterfly population and i saw that it kept on climbing up and the population started getting bigger and bigger.
1	The scientists are saying that the butterfly's population is staying the same but from 1996 to 2013 they have lost loads of butterfly's and the scientists are saying that the butterfly's population in Mexico is staying about the same.
1	because in the hotter temperature the female eggs hatched
0	The claim is false because one Monarch it grew up at 59.54 degrees, and it is in the 3rd stage of growing which is the chrysalis. While a Monarch who grew up in warmer temps at 63.14 degrees is at the same step in there life cycle the chrysalis. And that is why this claim is false
1	I think it is true because male eggs like the sand cooler then female eggs like the sand .The male eggs like 80 to 85 degrees and female like it 84 to 88 degrees.
1	I think false because, They been going down in the last few years. Also when it goes down also the year is too so this shows something to do with us! Thats why I think its False.
0	because very one of them are different numbers
0	I think when the caterpillar is outside it will get very warm and when the caterpillar is inside it will cool off.
0	The Heights of sand go up and down through the years
0	because more butterfly's have grown sense 1993 so the population has grown and grown sense then
0	The temperatures of a monarch butterfly's can affect the life cycle because for example, the intense heat may interfere with butterfly's natural habitat and life cycle changes and can put heat on monarch butterfly's life cycle by shutting down their organs, or maybe slowing down the process of growing.
1	If a monarch butter was in a cold temperature area it would take longer because its to cold but if it was really warm the process would go quicker.
1	I think the sand temperature does affect whether the turtle is male or female according to the data chart any temperature under 85 degrees the egg hatches and it's a male any temperature above 85 when the egg hatches it's a female.
0	it is partly true and partly false because it has gone up and done in the different years it has changed over all the years it has gone up and down
1	The temperature was going up.
0	it is going down then it goes up up up it decret ones then got even better
0	because it is warm water
1	I think that wen it gets hotel it seams that the spearhead gross faster as you see in the graf.
0	I think this claim is false because, when you look at the graph, the count is not the same, in the years. In 1997, this is the most of the butter fly had been there.(in Mexico.)
1	I think it is false because if you look at the temperature in 1960 it is lower than in 2016, so than means that the temperature is not decreasing, that means that the temperature is increasing from 1960 to 2016.
1	I think it is not true because it side it was decreasing when it has been going up for the most part it only goes down a little bit!
0	If you look at the data you will see the data I highlighted their is a Temperature the same and they are Male and Female.
0	the numbers ether drop or raise depending on the year
0	because some times its colder than other times and its still the same part of the cycle
0	I looked at the chart and saw a female and male turtle that live in different places but same temputure
0	Because more and more butterflies come there each year.
1	the leather back turtles gender is of the heat the females are mostly hotter than the males. the two that i pointed to were a boy and a girl the girls 5 hotter than the boy
0	The data shows that in 1996 the population of the Monarch butterfly was 909.50 and in 2013 the population is 33.50 which shows a gigantic difference through 1996-2013.
0	Because I think that sand can not be wash away from the tech the humans
0	I think that this is false because they say the population stays the same but it doesn't. The population is more scattered than same.
1	We believe the temperature of the sand does contribute to male or female eggs.  Male's were primarily hatched in the low 80's to 83 range.  Females were primarily hatched in the 85 - 88 range.
1	as the temperature ranged from 57-62 the caterpillars turned into stage 3 crysiless depending on the location this could be caused by humidity outside or inside but as it got warmer they changed mostly on the warmer side inside and a little cooler outside again probably from humidity
0	it is false because every year it is going up and up (the number in butterfly are increasing).
1	the butterfly population has dropped at increasing speeds instead of staying the same, the evidence is in 1996 the butterfly population was 909.50 million and in 2013 it is at 33.50 million.
0	I think that the temperature can affect how fast the butterfly goes through it's life cycles because you don't want the temperature to be too hot or too cold, so I think that the outside was perfect temperature because if it was too hot the butterfly would probably not be able to grow as fast but you would want kind of hot so a little hotter then warm. You don't really want it to be that cold for a butterfly because then it won't grow fast you barely want any cold.
0	because the  evidence shows that the temperature is in the 80s so the sand has to be in the 80s to be hatched
0	if its to cold it will freeze to death and if its to warm its perfect temp for it to live
0	every time in two years the temperature was in between 84-86
1	The females are usually hotter.
1	I think this claim is true because when the temperature rises, there seem to be more females. between 84.20-85.19 it is kinda scattered but in general, it seems like the lower the temp. the more males, but the higher the temp. the more females. since this claim doesn't go into many specifics, I think we could say yes, the sand temperature affects the gender of the turtles.
1	the males are at the bottom and some in the middle, the females are at the top there are three in the middle. Also it said in the beginning that the temperature determines if they are male or female.
0	I think this is true because the temperature can effect how the butterfly can grow, also how fast it grows.
1	I think it is false because through the years the population has gone down 100's. For example the population has gone down 876.000 (876 hundredth), from 909.50 to only 33.50. So that is why I think that it is false.
0	i'm not good with math
0	it can tack longer for some butterfly's to go in to a chrysalis, then others.
0	because in the picture it was dawn and some time's its cold at night time
1	In the graph, you can see many of the females were found in Playa and many of the males in Surname. The temperature for the females is mostly high ranging from 88-84. From this, we can make the claim that females spawn in warmer climates. As the males spawn in cooler areas.
1	I think that claim 1 is true because when the sand gets hot its most likely that a female will hatch. So when it gets colder some of the males will be born so what I am saying is whenever the sand gets hot a female comes out. Whenever the sand is cold and warm a male will come out.
0	Most of the monarchs are still caterpillars because it takes a long time to create a chrysalis,and since it takes long to make a chrysalis it is partly true.But if we did the same but with only chrysalis we will see that its just in the middle.
0	The reason why is because heat can change how will it goes thought it's cycle because it can shell up and it could die in the cold due to the texture drop.
1	the weather makes the monarch slow done if it is to cold out they stay as caterpillars and when it is hot they grow up faster. They grow faster if they eat more.they grow slow if it is 61 to 54 farinhitemost of these are still caterpillars because it is still cold
0	in 2013 there were 33.50 million and in 1996 there was 909.50 million and that is an 876 million difference.
0	Sea turtles are kinda the same as people. When they are born the heat doesn't change the gender. For ex: Sample number 3 and 16 They both have 84 as there temperature but one is female and one is male. It depends on if the father gave that egg the X or Y in the chromosomes.
0	I think it's true because, I think that when it's hot the chrysalis is more likely to be wanting to get out of the chrysalis. The butter fly could also be wanting to dry it's wings on the sun ( because it's hot.)
1	The monarch butterfly population has decreased by millions. The amount in 1996 909.50, to 2013 33.50. That was a HG decrease in population. I should have their job because I even know that.
0	"in 1996 the butterfly population in Mexico was 909.50 million. But scientists say that the population has always been about the same?! thats not possible. Because the earliest time they have so far is in 2018. and in 2018 there were only 302.50 million butterfly\'s. So i think the scientist who stated this is very off. 909.50 compared to 302.50 is a big difference, the butterfly population in Mexico has not ""stayed the same."""
0	if the caterpillar is in the cold weather mean it is in a chrysalis it would slow it down the save its energy.
1	Because when You Look At Them It starts at 909.50 and goes all the way down to 33.50. So It Dropped Very Low When through the years.
1	its false because the temperature did not go down it went up
1	when it is the warmer climates the eggs are female and when the climates are below 85  they are male
0	The temperatures
1	I say that it is false because the weather is staying at the mid 85-88 and that means it is only getting warmer not colder
0	I think that is partly true and partly false because overtime in 1960 the temperature was 84 degrees it did get hotter but it did call down sometime but gobble warming witch is making the weather warmer also it goes down and up so i guess it is kind of the same
1	i think this claim is partly true and false because monarch count has stayed in the millions but the numbers have gone way lower. since 1996
1	when the temperature is lower most of the butterfly are still caterpillars and when the temperature is higher most of the butterfly are chrysalis
1	when i shorter the years i  the new one is the hottest with 85.57 and the last is 84.56
0	because
0	the temperature does affect the life cycle of butterflies according to the evidence on the table.
0	Most eggs don't hatch with warm weather but they also can hatch themselves.
0	it shows that really no matter what temp it is that any male or female can hatch
0	I think this because the graph didn't show anything about the turtle amount.
0	the tempocher stead the same
1	I think that this is true because mostly the females are born in hotter sands but all the temputaures are close together which would make me conclude that it would be true. Climate change might over populate the sea turtles because if more female are born in hotter sands that there is going to be a lot more female sea turtles to lay there eggs. This could also impact the population in a different way. That way being there would be not enough males so they could not mate. So that would make the population drop.
1	I think the claim is true because outside it is 56.84 degrees  and the butterfly is in the caterpillar stage. The other one says that it is 59.54 degrees and the butterfly in in it's chrysallis stage.
0	I think it is true because a turtle needs to feel comfortable when they are laying their eggs.
0	I don't think it really matters were they are born or what temp it is they will be any gender really think surname has more boys than girl and playa has more girls than boys.
0	most shows that the top is different but they still grow the same
0	Each year there's a little bit of a difference and sometimes it stays the same. In 1993 when scientists started estimating butterfly population the population was about 311.50 and the lowest one was in 2013 and it was 33.50.
0	Yes the temperature slowly defended from 86 degrees to 85 then to 84 then back up to 85. So in conclusion the temperature did go down by about a degree.
0	i don't know you tell me
1	In 1960 Temperature was 84.56 and in 2016 the Temperature was 85.57 so it increased.
1	The graph provided with the investigation shows that commonly the higher temperature sands normally have hatching female turtles unlike hatching male turtles that do their thing in colder sands. Now in the graph, some male turtles hatch in warmer sands than female hatching turtles but not as often as the other way around. I still stick with my decision with true with my reasons conveniently said and the graph for evidence
1	because it is not staying the same actually it is getting lower
0	Out of time
0	because more monarch butterfly's are coming in to Mexico
1	When the temperature is higher its seems to male it slower because all of the chrysalis is 59 degrees or above and all of the caterpillars are 60 degrees and under. The chrysalis stage comes first and is all a higher temp than the caterpillars stage is after the chrysalis stage and is a lowe temp.
0	well some years it was decreasing and some years it was getting hotter so i dont know if thats a true fact that ever since 1960 the sand temp has been decreasing
0	because in 1960 the temperature was 84.56 in 1994 the temperature was 85.57 as so in 2016
0	I think false because I assorted the data table by lowest to highest year and from 1960-2016 the range in temperature stayed within  83-86 it could not be decreasing.
1	the monarch is a caterpillar when it is below 59 degrees and its a chrysalis when it is 59 degrees or higher.  But not always, #3 was a caterpillar while it was 59.36 degrees and #29 was still a cater pillar when it was 60.90 degrees.
0	I thinks it is true because a Leather back  can have male or female. some male and female have temper in there body that makes it feel warm or cold.
1	i think it is  true because in this story it said it was faster when it was warm and not when it was cold
0	if it did rain since 1960 the sand will be wet
1	I think this claim is true because when the monarch butterfly was outside and the temperature was at 56.84 it was only a caterpillar. But when a different monarch butterfly was also outside at a temperature of 59.54, it was already  in a chrysalis.
1	I believe that the female are born in the higher temperature than the males. The numbers on the board for females the highest is 87.09 for for the temp, but for the boys it's like 83.62 for the temp.
0	because there are no data that the monarch butterfly has stayed in one place for many times in a row. it did not come back in 2013 but they did come back in 2014. so it is false they did not stay in on place for a while
1	I think this claim is false because if you look at the evidence you see that it has barely going up, and it has stayed in the 80's for most of the years.
0	I think this claim is false because the population has not stayed the same, this is because as the years increase the butterfly number increases to.for example in 1996 there were 33.50 million and fast forward to 2003 there were 556.00 and it just keeps dropping and soon there will be no butterflies.
1	when the feature became hotter and more dense the butterfly started going through the cycles of their transformation
0	BASE In HOMEAFOBIC AND I ATE TRANSEGENDER
0	they cep track of the butrflis and the polplashen it just fin and the botrflis are fin that do what the wont when ever that wont .
